,song_name,tempo,total_beats,chroma_stft_std,chroma_cq_std,chroma_cens_std,melspectrogram_std,mfcc_std,mfcc_delta_std,rmse_std,cent_std,spec_bw_std,contrast_std,rolloff_std,poly_std,tonnetz_std,zcr_std,harm_std,perc_std,frame_std
1,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video].mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,Hooked - Why Don't We [Official Music Video].mp3,129.19921875,5,0.24173827386582514,0.24205008573612197,0.11948162844315693,0.04052692169417615,123.69931400781925,4.5818658325353825,0.00333023420535028,1104.1052791686097,312.6769464753825,6.801174234574836,1454.9843840852227,0.09914927881120074,0.06198451815096915,0.015941669961431947,0.0040245624259114265,0.0025105467066168785,0.31216323157187686
3,OutKast -- Hey Ya lyrics.mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,Austin Brown - In Betweenin' (Official Lyric Video).mp3,123.046875,18,0.2601368687306728,0.25354453585778536,0.07410730492538131,7.3630345420810315,102.70752310966688,5.653283283540069,0.05215437710285187,1815.3280706966232,677.3499883197647,7.451251620009911,2583.7588560197078,0.99307518497547,0.05824749769239855,0.1824014756692254,0.005963915027678013,0.054080478847026825,0.19914486255774835
5,Alesso - REMEDY (Official Music Video).mp3,161.4990234375,28,0.3282942173769572,0.2945115066412022,0.09505379901853957,1.787933434274197,112.79885891974004,6.495155644225602,0.02672906219959259,1690.3996390634024,1215.994192315103,6.023297850714896,2678.419576211364,0.6889848580352657,0.07115996688050366,0.03339458744084478,0.022806914523243904,0.020042939111590385,0.15206657512693744
6,SHAUN feat. Conor Maynard - Way Back Home (Lyrics) Sam Feldt Edit.mp3,215.33203125,48,0.3437771735467697,0.2736684030005445,0.07858433841755125,97.2325293605551,90.32348196299648,4.791614904917366,0.15920141339302063,1245.8880637848981,707.9262002205215,6.803158350105095,2331.59453299698,2.3503389866136173,0.05642065815931198,0.10741549787501074,0.1562158763408661,0.08467346429824829,0.15092970521541949
7,Foster The People - Pumped up Kicks (Official Music Video).mp3,92.28515625,15,0.31548561436595296,0.27500595410863415,0.08230367503209711,0.0055568017322638955,175.37141051882398,5.352663660455798,0.001649923506192863,341.73378820508276,365.70407709006963,8.64651571493229,643.9787942126159,0.04960344974118894,0.07308022377361093,0.04396724801509969,0.0014160386053845286,0.0013701616553589702,0.0
8,Bob Sinclar - Love Generation.mp3,80.74951171875,8,0.28088367375292217,0.31002690655458437,0.19121271930722838,1.15955441357749,73.81640973741493,8.125237663156636,0.016430091112852097,1093.1687949031204,614.8964810149153,8.602350119967303,1900.8388401272273,0.3635454689723393,0.053742089959028676,0.11150439625558374,0.03795203939080238,0.012407703325152397,0.0
9,JENNIE - 'SOLO' MV.mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Feist - 1234.mp3,234.90767045454547,47,0.22132395756355794,0.3134705080850584,0.1168916934567954,0.0008628868453623899,209.75365646156035,6.36776802799117,0.0006141162011772394,828.5204678757706,935.3004115564985,5.51521098074085,1416.8763104544194,0.011063652342805517,0.07093301338664988,0.037298455047218446,0.0006044114124961197,0.0002681803307496011,0.0
11,Duffy - Mercy.mp3,198.76802884615384,22,0.26083656390613097,0.32076076726769676,0.10478261139900306,2.5884899035234583,137.44401811733178,6.3276896336272,0.03128082677721977,930.2042679599889,974.0251652217603,6.588420509287022,2130.171596885156,0.5921120733192596,0.06475665016000445,0.03528016690534821,0.015069689601659775,0.02784496359527111,0.0
12,Weezer - Island In The Sun.mp3,143.5546875,22,0.3370664380983289,0.29577845788017537,0.08016201423445582,0.6192506034279647,160.29298884228845,9.636699210357376,0.019943105056881905,1348.2480447048265,1140.5324427188395,5.437894070516629,2675.294668943941,0.4928514652767452,0.06926754734802305,0.09496625268916263,7.870006584198563e-07,0.019759319722652435,0.0
13,Queen - You're My Best Friend (Official Video).mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Feist - Mushaboom.mp3,215.33203125,46,0.24376195957197494,0.25305568833622666,0.058958475116185766,1.3128778861487065,131.5903623912051,6.307771747170331,0.01992502436041832,1855.4928067911205,645.5957854101509,7.483521297466955,2962.257770627196,0.36330350938301115,0.053692388698858555,0.09765436028788088,0.013627581298351288,0.014128212817013264,0.0
15,"NOTD, Felix Jaehn - So Close (ft. Georgia Ku & Captain Cuts) [OFFICIAL MUSIC VIDEO].mp3",151.99908088235293,33,0.3212900974678511,0.3049306843964452,0.12258820524290837,5.743373953575295,109.07790732977995,5.867784669009957,0.039957623928785324,637.6918856995133,970.6299505613864,5.7124358704283305,1306.3748180429695,0.8000066525888958,0.07684679773330946,0.022754533630712736,0.03461798280477524,0.023571686819195747,0.0
16,"Sigala, HRVY, Nina Nesbitt - Somebody (Lyric Video).mp3",129.19921875,23,0.3142064585233074,0.3219809337639154,0.16228629975840697,22.63630715786341,75.8187502383157,8.002131608334908,0.057792410254478455,1040.2761296726692,861.3470434256283,7.820048325910388,2187.901782825539,1.5786359119618918,0.1140641165802447,0.041576424882193895,0.08415805548429489,0.06799240410327911,0.2566409056645742
17,Train - Hey Soul Sister (Lyrics).mp3,184.5703125,16,0.33880270510277183,0.2778159002623421,0.10319705696479504,4.618420801732996,116.07739919028023,8.410642877919152,0.02603304758667946,989.559913539825,762.3904208555455,11.0278357680967,2225.0277432223306,0.4282822802878477,0.06388018389691551,0.03782147131423473,0.006236752960830927,0.028752382844686508,0.22089488358969409
18,Anne-Marie - 2002 [Official Video].mp3,234.90767045454547,39,0.3098700821182114,0.2990822476398307,0.10877809943027071,42.29820378204215,75.05595492210794,5.665638382259149,0.12751281261444092,1831.1973207180163,1074.8868749109893,8.122945521367928,2729.001511392149,2.4010594547904134,0.08427998225765627,0.1060176114954967,0.12278486043214798,0.1014755442738533,0.23219954648526078
19,Anne-Marie - Perfect To Me [Official Lyric Video].mp3,99.38401442307692,13,0.34596568471229344,0.27358119294670774,0.1440127110020684,0.007032203232073061,157.0926898287251,4.062823057075781,0.0009632170549593866,953.1016347934648,667.2311245359007,6.247636644823082,1789.3050478985267,0.012680101374338656,0.06438872407605166,0.046368019479903114,0.0015092004323378205,0.00019817822612822056,0.06965986394557823
20,"Hailee Steinfeld, BloodPop - Capital Letters.mp3",172.265625,35,0.33811086291487463,0.30681299730608447,0.10034806710144235,0.12392111224504858,146.51963131532275,6.118444384730099,0.008263030089437962,1057.0551658318534,1227.3535203847337,5.7761878056577745,2311.8589943383495,0.2177376250524557,0.08044536903178524,0.0402696257499175,0.003822255413979292,0.006445966195315123,0.0
21,All Star - Smash Mouth [Lyrics].mp3,135.99917763157896,33,0.3867607302670189,0.27253191311155583,0.0996733343307027,4.689566700083947,115.56043217826804,5.806139707215328,0.041473738849163055,2094.1994820270124,1131.9760706614006,8.603638740452709,3150.37014407251,0.710921844533852,0.07934587917069588,0.1833138126849836,0.038997478783130646,0.027660556137561798,0.06965986394557822
22,Mabel - Don't Call Me Up (Lyrics).mp3,129.19921875,13,0.327980395132906,0.29885505880418706,0.17186013627710578,13.37582391045877,111.21837846909204,3.9387268521611176,0.04676613584160805,1734.5362234106933,732.5558932164826,7.604460497593923,2492.674127981314,0.5764650092977162,0.12098688574526037,0.05123313744045331,0.08001566678285599,0.013432100415229797,0.2438095238095238
23,Ariana Grande - 7 rings.mp3,198.76802884615384,23,0.1958474330470134,0.32882789985537664,0.1401427984677333,36.98777237254787,110.00502151068702,4.852323731238904,0.08317279070615768,353.10685205817964,538.1964696876597,3.436217658844053,657.5628016278803,0.9265130110245218,0.0776447237586311,0.01918135998925239,0.08351964503526688,0.022206943482160568,0.0
24,"Zedd, Elley Duhé - Happy Now (Lyrics).mp3",151.99908088235293,10,0.32539446222274265,0.27095415002770146,0.1277387869325548,0.014159974252246216,166.67145456758126,2.942829247713062,0.001469939830712974,562.034322366863,626.109384515261,6.9189155250004,1822.6731406554964,0.019122790615189907,0.07822591001372783,0.038313494449916684,0.0018492147792130709,0.00038369104731827974,0.2748991592387394
25,Lazy song -Bruno mars lyrics.mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,MIKA - Lollipop.mp3,258.3984375,52,0.3547505650065156,0.3513271211615541,0.09510375828681879,5.245231251980776e-08,226.18355428043955,3.8774457996532576,1.445613906980725e-05,2411.5921935546207,1468.520937531632,7.9502379334893565,4221.481452901616,0.00033912080480068686,0.06111298883387814,0.1980350432336944,7.094859938661102e-06,1.1755864761653356e-05,0.0
27,Journey - Don't Stop Believin' (Audio).mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,Jesper Jenset - Bad Vibrations.mp3,184.5703125,42,0.2630833257955403,0.2903190311950709,0.17916990249256748,0.006575876717253954,175.02970798250624,3.5459816091647745,0.0012424817541614175,1042.0167597075326,1143.4971861595911,7.2199835105331545,2182.3310054725416,0.019920062242763454,0.10285294060849187,0.08675465119350627,0.0013994548935443163,0.0002757624606601894,0.1816321491552597
29,American Authors - Best Day Of My Life.mp3,215.33203125,7,0.29358420041697214,0.26533502314008717,0.16206606068989982,0.0013589351141957025,179.363065849644,4.062198756462268,0.00042764286627061665,833.5642422599403,643.4003671283899,5.41563638641736,1683.5238215740023,0.006084541886842242,0.0872469158464004,0.040703198724565785,0.0007931770524010062,7.332637323997915e-05,0.0
30,Patrick Wolf - The Magic Position.mp3,95.703125,4,0.208572441024716,0.1831923341806809,0.047859192142609135,3.1524617326791044e-07,195.82308627378362,2.7523004198109087,7.294634542631684e-06,742.4060776500012,485.19219091691394,8.141585650188352,1334.1235259318514,0.0002952097735240452,0.03904936505579723,0.03718201214020525,1.4364147318701725e-05,8.290653568110429e-06,0.0
31,Kygo - Happy Now ft. Sandro Cavazza.mp3,73.828125,5,0.24436873036028356,0.22429760337614127,0.08351175024436615,0.019715822844618595,99.21942499058147,6.552288538561786,0.0014070343459025025,366.31605892909346,465.6295991930856,6.371369010878913,746.8824694067491,0.10257935589079646,0.04791959396161759,0.020036363897329903,0.0033808639273047447,0.0027675519231706858,0.0
32,Alphabeat - Fascination.mp3,198.76802884615384,24,0.2859669885620468,0.34939031028347817,0.11793574825872033,5.897937429200782,122.96700130297536,5.649870605409307,0.029149852693080902,1121.121454851674,1212.9584491551227,3.8332118213469415,2728.103247753488,0.4427897776062788,0.06129228382143525,0.03614824692634782,0.007085302844643593,0.027354685589671135,0.0
33,"Jonas Blue, Liam Payne, Lennon Stella - Polaroid.mp3",287.109375,43,0.3756654049887021,0.2963625553676484,0.14248600420550994,0.6507054885904759,137.29536267186873,4.545880418554895,0.013312051072716713,494.331610317197,741.4582011005142,5.180388453333073,1026.2619869499829,0.24336901086369853,0.09072871055855683,0.021439236197568868,0.010091656818985939,0.0077353427186608315,0.0
34,The Wanted - We Own The Night.mp3,198.76802884615384,43,0.3399707325577689,0.32406874851486117,0.10821225927519647,16.951795155241655,95.999222968948,4.667527464439572,0.06822659820318222,1777.180290096939,1281.4549998714992,7.312892319848079,3315.8439012362933,1.2648690837517553,0.08687567756653991,0.14859914751478,0.06717564910650253,0.045202113687992096,0.174825596765177
35,Jubel - Dancing In The Moonlight (feat. NEIMY).mp3,80.74951171875,6,0.29106457181562817,0.2890390224272346,0.12632257408600522,56.62423249881444,65.70979181135117,5.575259609266105,0.07965227961540222,627.3387149838327,512.2410949782505,8.875091686965524,1340.4263273765469,1.6587270422293576,0.08393328538443744,0.029838742246231207,0.16126757860183716,0.035211410373449326,0.27029064508540956
36,Bastille - Quarter Past Midnight (Lyrics).mp3,258.3984375,48,0.3670942338264538,0.27405382107885295,0.07414171623196789,0.0010596394588376194,194.01704740330817,6.522685755457624,0.0009031380177475512,2943.090189935415,1416.8191875548823,6.567614520624289,4352.787285358262,0.017194354507691734,0.07230617050204119,0.20874578914632508,0.0002758520713541657,0.0008866242715157568,0.0
37,Dua Lipa - IDGAF (Official Music Video).mp3,172.265625,5,0.2526440079693294,0.22754612088746812,0.05770177182592604,0.0011452969987190145,139.27058771404367,6.120565144916783,0.0006660193321295083,353.49902082049107,427.2771384340992,6.799781110420374,795.9728779076883,0.026214416992951437,0.06585045665264183,0.019997127263590774,0.0007448699907399714,0.0006882361485622823,0.0
38,MIKA - Love Today.mp3,135.99917763157896,31,0.3453494993368393,0.3155021016046215,0.10679660641469957,1.7969801235604628e-05,213.53856812691652,4.823843810276822,8.38841442600824e-05,1312.8746030529683,1536.7520620638377,5.716769235673972,3367.4097102678193,0.0017479751219292028,0.06850830077923316,0.04253864481133892,6.161937199067324e-05,5.8374520449433476e-05,0.0
39,Whitney Houston - I Wanna Dance With Somebody (Official Music Video).mp3,89.10290948275862,4,0.2699647748477895,0.21682235670577796,0.08360609259580712,0.01724539542430088,103.81346550084456,4.043390121708667,0.0023842814844101667,673.1332576722345,589.860528693539,5.906455023896047,1639.711380430251,0.07519877021726107,0.04951891289370529,0.03461460806471441,0.0018869787454605103,0.0020121303386986256,0.0
40,"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo.mp3",0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,5SOS - Killer Queen (Lyrics).mp3,83.35433467741936,12,0.31349962208114934,0.24488980196743285,0.07508115299679112,1.895249295313283,88.13416624030582,6.45319971956661,0.023252371698617935,1879.2918110822911,1122.5459951234739,7.5370982802692765,3050.5536088288645,0.569237640319129,0.0687182408430193,0.1519747264236771,0.02528892643749714,0.022406835108995438,0.28785954872232783
42,Oasis Wonderwall Lyrics.mp3,161.4990234375,15,0.3011927514554832,0.2584323001631924,0.1254760525407957,1.6441186650325412,95.28713947659226,5.894580025029773,0.01785891130566597,1227.1511069551175,878.0281328183326,8.315236634486494,2501.3765448485083,0.425616319138306,0.0871691913188139,0.0665259351367134,0.026540512219071388,0.010240064933896065,0.21864601084246935
43,OMI & Felix Jaehn - Masterpiece (Lyrics).mp3,234.90767045454547,21,0.30776107696013344,0.28146087429434274,0.1266483312798238,1.7282800362843522,114.5467837237213,5.945096893868546,0.022883540019392967,1206.0084119489845,863.1754271022008,6.479898795491951,2321.9993509728256,0.5999104040380471,0.07412077185475646,0.05919327472365308,0.025660622864961624,0.019368328154087067,0.19728422856233135
44,Jack & Jack - No One Compares To You.mp3,135.99917763157896,35,0.20513881847316526,0.33578021937153757,0.1977809209314781,0.004961974534634501,197.83159977743196,3.182378880511204,0.0009468761272728443,859.5215500856456,944.2843612039043,5.272994642106115,1873.4798232021014,0.008406268460129826,0.10772261478303352,0.03050706817991005,0.0010920256609097123,7.720554276602343e-05,0.023219954648526053
45,Katrina & The Waves - Walking On Sunshine.mp3,117.45383522727273,4,0.2727580800660338,0.28381892711636386,0.19915268023557595,0.00023944962639322308,149.4480574126915,5.0330731141371805,9.45564970606938e-05,579.6036573014748,494.8803713618532,5.832915781263442,1182.2707662227892,0.004520086999957525,0.09510716710001292,0.019099673920992728,0.0003476120764389634,9.565964137436822e-05,0.0
46,The Boy Least Likely To - Be Gentle With Me [LYRICS].mp3,198.76802884615384,25,0.19234874611855282,0.30262419341954555,0.15271015267486246,0.21107006248884877,165.4891696797556,5.621803350124143,0.014590307138860226,2514.0205176090994,1251.1251141660425,5.588553618489088,3769.2245166966404,0.02423131985097794,0.09313159675101795,0.18163675059850448,0.005722228903323412,0.013796593062579632,0.0
47,VAX - Crime ft. Teddy Sky (Lyrics).mp3,151.99908088235293,8,0.32644114627763615,0.32869588628898366,0.19864392895882438,34.13474031578393,92.71759357979715,7.051909858434288,0.07350505888462067,815.863442030152,654.1133293502752,8.534600076371909,1757.8671269937352,0.9262899919412013,0.11267361220766434,0.03421604965094478,0.10644076019525528,0.03282701596617699,0.1857596371882086
48,"Seeb, Bastille - Grip (Official Lyric Video).mp3",0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,Peter Bjorn and John - Young folks lyrics.mp3,143.5546875,34,0.31183775260759117,0.2932355645341489,0.10588955039281438,62.47483578523126,55.70529885607987,9.22403784311375,0.08120617270469666,1233.4348394348654,787.090264578579,7.303314288482412,2287.62912309903,2.8751552390480937,0.04906377416759188,0.08916312005749595,0.13438405096530914,0.10458517074584961,0.26936291208134333
50,"Sigala, Ella Eyre, Meghan Trainor - Just Got Paid ft. French Montana.mp3",112.34714673913044,17,0.3203559055682579,0.2982689819501871,0.14716377826792176,17.460531442886893,88.00429147730591,4.245965365257253,0.05872219800949097,982.8728229879474,799.8039377882075,11.860524614005229,1912.0743429063389,0.8318844338723705,0.051104135433820044,0.061531043405093425,0.09305711090564728,0.006967163644731045,0.19999849856234772
51,Sixpence None The Richer - Kiss Me (Official HQ).mp3,95.703125,7,0.2921958470810871,0.27679435973586175,0.14654368158720932,2.3497722509031367,80.94389611497095,8.140999085626692,0.016927260905504227,572.0496955814185,472.94876819233997,7.807889226300507,1054.4833529701857,0.6168615806164026,0.10933679614236497,0.027585649646946535,0.04538267105817795,0.009315277449786663,0.25600519211407735
52,I'm From Barcelona We're From Barcelona.mp3,143.5546875,24,0.2899499102225007,0.2742985697655404,0.08572466351062229,0.2685871500355693,163.03851224018868,8.948724774335298,0.01172045897692442,1565.5519416985533,937.8519761337882,7.17243370156038,2724.1618667118105,0.2739180307046591,0.06409147897001989,0.04191714180803343,1.3278807273309212e-05,0.011517589911818504,0.0
53,Bobby McFerrin - Don't Worry Be Happy.mp3,92.28515625,13,0.29778951948302657,0.2721105662060065,0.13579906937960567,1.0818249426818023,118.85518735818052,3.8832971493589277,0.017223821952939034,1271.5411980256465,652.415593131477,6.718980794927336,2434.1333641090846,0.18004638405303713,0.05976195034130926,0.09181817365915862,0.01598619669675827,0.008044729009270668,0.3250793650793651
54,Mark Ronson - Feel Right ft. Mystikal.mp3,78.30255681818181,11,0.29814921616237827,0.3014827822885581,0.20948811305369283,2.1449445613008975,105.81275185368652,4.027497302795464,0.01952972635626793,358.2316613164109,467.3444031125899,8.277590975381381,734.6840995488874,0.26891642077437106,0.10861507153287002,0.014416825050418604,0.033048778772354126,0.0034900931641459465,0.04643990929705216
55,U2 - Beautiful Day.mp3,80.74951171875,5,0.27528622481995535,0.21677104686387,0.06037851685850259,0.18768731344186565,165.34780804303597,7.0555590847721295,0.009128117002546787,704.1273280730113,889.9138824558139,10.23215594314618,1949.6120963369954,0.1951507577215753,0.04368914968543206,0.03782636815571585,0.006917993538081646,0.004321401473134756,0.3715192743764172
56,Footloose - Kenny Loggins.mp3,172.265625,19,0.3628589897346365,0.23675668479287593,0.06618877332115769,3.3122902690542606,104.37725933091062,6.956965065873108,0.025259528309106827,1323.0806948131237,1118.945486295314,7.5393086745942215,2639.3272870522524,0.5261432107040438,0.04930622453334358,0.05435710940609381,0.011743443086743355,0.030584190040826797,0.22136898015995307
57,Loud Luxury feat. brando - Body (Official Lyric Video).mp3,161.4990234375,36,0.33722103645317597,0.24698781971523961,0.08798604316903952,21.048485933810387,84.76028381773062,5.223205482448959,0.06491591036319733,1191.9620137252246,863.5548290597573,8.895833012111456,2095.0905022482393,1.2775218966333595,0.05184785649436018,0.10451918948678639,0.07733611017465591,0.03519235551357269,0.19736961451247167
58,Rusted Root - Send Me On My Way.mp3,287.109375,55,0.20851105213646842,0.3377777818084687,0.15894621755443566,0.1829191553665237,156.16489334552193,5.642761968712402,0.006226585246622562,839.2223857388544,1024.227231862768,5.029120342820366,1922.6548385094673,0.07909203083540646,0.09222150238603498,0.0264510591808337,0.006902114488184452,0.0015224069356918335,0.0
59,Colbie Caillat - Bubbly.mp3,198.76802884615384,20,0.26450225506441816,0.3208854509214061,0.13784676362364923,2.0042307039378007,134.7432377234036,6.644869354235503,0.027454521507024765,1295.4156224800824,1053.4300831356072,7.489508440236877,2516.662745212234,0.44627839253415563,0.07003713153910503,0.11321287301088413,0.028663353994488716,0.01148047111928463,0.0
60,Daft Punk - One More Time.mp3,161.4990234375,28,0.35133350966414684,0.24649674980695185,0.10144952411930987,0.28579384011233255,139.45863647391784,3.810514849974437,0.00900668278336525,1167.4675920041495,1175.782531991122,5.729598918717986,3117.5098443745633,0.16220803291667693,0.045147347483215014,0.029955961449305787,0.009439188055694103,0.0039564636535942554,0.19736961451247167
61,Lenka - The Show (With Lyrics).mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,Nina Simone Feeling Good.mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,5.0682877978230805e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63,All You Need Is Love (Remastered 2009).mp3,107.666015625,19,0.3116219705793188,0.2623495306690583,0.14237145693235082,1.6501507107488587,106.08078544415402,6.712436501191874,0.02449968457221985,1460.1735668073197,843.1668706179063,7.994414045249532,2534.626839147876,0.591768842655762,0.0790026873213481,0.025867149577007593,0.02784002386033535,0.01508370041847229,0.2400643373746534
64,Boney M Daddy cool.mp3,135.99917763157896,5,0.23386015815704708,0.24915465774314252,0.13138805390151775,0.00022819650587479234,154.040638036876,6.443195230402166,0.00020186437177471817,769.2588112203193,632.019342605902,6.417688728325368,1687.5220764603744,0.006110058418862465,0.05894176005435693,0.03387368054705497,0.0002038214006461203,0.0002573179663158953,0.0
65,Ben Lee - Catch my Disease.mp3,198.76802884615384,20,0.34268820049414617,0.28026757392976054,0.07659913156875184,6.047548023232807,120.833268920604,6.7997401870913325,0.03802616521716118,1484.38005208709,1291.037947839408,5.365653063665285,2947.445689336028,0.6679120965728781,0.06672897525582348,0.09089765422581265,0.026233484968543053,0.026837550103664398,0.0
66,"Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video).mp3",135.99917763157896,29,0.2732032578247456,0.31247134341240257,0.14036519954001783,9.389536012006369,110.17896819704562,5.497474579591149,0.05043340101838112,945.2156231617042,688.698453803276,6.551353441410548,1628.1177369489278,0.8319557072780772,0.08918357765711013,0.02960766598227494,0.06432592868804932,0.017504258081316948,0.1801937633902731
67,"Calvin Harris, Sam Smith - Promises (Official Lyric Video).mp3",117.45383522727273,18,0.2962164499188101,0.22275223500396127,0.0539930031361329,0.05344671746235942,105.43603911020986,10.225788356076496,0.007299868389964104,1510.323327616489,567.7936463190055,14.733765265338306,1751.6283402749243,0.23698738868288846,0.04697775894403526,0.13065773804267536,0.0038394848816096783,0.012780092656612396,0.27785225157426086
68,The Beach Boys - Good Vibrations.mp3,287.109375,41,0.26080145834720786,0.31462191940729184,0.1386734017891712,15.85801271369927,100.35918856833908,5.874428455671509,0.06919405609369278,1141.9310246030977,1093.788870047578,6.27546622171945,2105.3811555062534,1.155875203853194,0.10065937801104174,0.04963232544569722,0.08311831206083298,0.026575051248073578,0.10448979591836738
69,The Chainsmokers - Beach House.mp3,287.109375,53,0.3337914407516752,0.3085245943788197,0.09593545124309188,0.9209560561818766,140.05939215454728,7.216935625457207,0.024962110444903374,1028.9495740543507,1029.2072433764954,7.236106591526366,2263.2059825691817,0.6102363243475323,0.0727291656799407,0.05601104492653774,0.02374255657196045,0.014629996381700039,0.0
70,"Shawn Mendes, Zedd - Lost In Japan (Original + Remix).mp3",184.5703125,38,0.3477730333537354,0.30418947293039866,0.08307810851296069,0.0033760283608001464,186.26381720727795,5.712824596640185,0.0013580070808529854,781.3240618847229,912.4528790628135,6.012425473944684,1530.0579283783993,0.03548297355282821,0.0641506820620968,0.03041794330744075,0.0007073992746882141,0.0009918477153405547,0.0
71,Joel Adams - Please Don't Go (Lyrics).mp3,172.265625,14,0.3300865379412382,0.2968991298366436,0.08848130925150877,6.037852623866511,94.95309114950835,5.075634775425865,0.04460533335804939,1964.7051417874018,1002.7598059526116,12.039678552757744,3213.284529001637,0.8811781905883311,0.0731440618157887,0.13698127115116218,0.04329296573996544,0.031125355511903763,0.25028860095924654
